freq,power
8248,0.002933048
8248.5,0.002321109
8249,0.002235453
8249.5,0.002362814
8250,0.003354974
8250.5,0.002363096
8251,0.001290837
8251.5,0.001598414
8252,0.001018616
8252.5,0.000836358
8253,0.001744276
8253.5,0.001371556
8254,0.000934474
8254.5,0.000637233
8255,0.000615932
8255.5,0.00066183
8256,0.000998183
8256.5,0.000963288
8257,0.000927921
8257.5,0.000716161
8258,0.000445904
8258.5,0.000779467
8259,0.000560097
8259.5,0.000404626
8260,0.000504233
8260.5,0.000368161
8261,0.000220257
8261.5,0.000521005
8262,0.000682639
8262.5,0.000526875
8263,0.000584652
8263.5,0.000297024
8264,0.000387215
8264.5,0.000313604
8265,0.000174778
8265.5,0.000227666
8266,0.00029789
8266.5,0.000315193
8267,0.000127317
8267.5,0.000321792
8268,0.000571737
8268.5,0.000433115
8269,0.000214439
8269.5,0.000241146
8270,0.000467503
8270.5,0.000360365
8271,0.000118542
8271.5,0.000248934
8272,0.000296157
8272.5,0.000153234
8273,0.000174441
8273.5,0.000270032
8274,0.000192043
8274.5,0.000125837
8275,0.000161933
8275.5,0.000248428
8276,0.000117444
8276.5,3.16E-05
8277,5.53E-05
8277.5,0.000113196
8278,0.000250173
8278.5,0.000298537
8279,0.000145392
8279.5,9.36E-05
8280,0.000115526
8280.5,0.000127348
8281,0.000147513
8281.5,0.000183422
8282,0.000145097
8282.5,8.90E-05
8283,9.24E-05
8283.5,0.000140511
8284,0.000167291
8284.5,0.000163745
8285,0.000125019
8285.5,7.98E-05
8286,5.78E-05
8286.5,0.000115511
8287,9.85E-05
8287.5,5.70E-05
8288,5.02E-05
8288.5,5.01E-05
8289,0.000110943
8289.5,0.000135501
8290,0.000154037
8290.5,0.000199473
8291,0.000106292
8291.5,7.30E-05
8292,0.000109912
8292.5,0.00013618
8293,0.000125189
8293.5,0.000132645
8294,3.54E-05
8294.5,5.29E-05
8295,6.46E-05
8295.5,4.61E-05
8296,6.78E-05
8296.5,0.000100984
8297,0.000121204
8297.5,0.000101697
8298,6.59E-05
8298.5,6.43E-05
8299,5.51E-05
8299.5,7.79E-05
8300,7.82E-05
8300.5,4.94E-05
8301,2.38E-05
8301.5,3.40E-05
8302,5.83E-05
8302.5,4.11E-05
8303,5.01E-05
8303.5,7.93E-05
8304,7.66E-05
8304.5,4.68E-05
8305,5.35E-05
8305.5,5.92E-05
8306,6.34E-05
8306.5,5.31E-05
8307,8.81E-05
8307.5,6.88E-05
8308,5.01E-05
8308.5,3.88E-05
8309,7.29E-05
8309.5,7.21E-05
8310,6.47E-05
8310.5,6.03E-05
8311,4.87E-05
8311.5,4.03E-05
8312,3.45E-05
8312.5,2.87E-05
8313,3.83E-05
8313.5,4.47E-05
8314,5.71E-05
8314.5,5.33E-05
8315,1.85E-05
8315.5,2.93E-05
8316,4.80E-05
8316.5,7.43E-05
8317,4.83E-05
8317.5,3.54E-05
8318,5.08E-05
8318.5,5.94E-05
8319,5.70E-05
8319.5,6.04E-05
8320,5.05E-05
8320.5,4.95E-05
8321,6.13E-05
8321.5,5.75E-05
8322,4.75E-05
8322.5,5.54E-05
8323,3.41E-05
8323.5,1.88E-05
8324,3.53E-05
8324.5,5.59E-05
8325,5.99E-05
8325.5,2.27E-05
8326,2.11E-05
8326.5,3.52E-05
8327,1.79E-05
8327.5,2.19E-05
8328,1.81E-05
8328.5,3.51E-05
8329,3.23E-05
8329.5,4.14E-05
8330,3.83E-05
8330.5,3.84E-05
8331,1.73E-05
8331.5,1.49E-05
8332,3.57E-05
8332.5,4.68E-05
8333,6.71E-05
8333.5,5.54E-05
8334,3.53E-05
8334.5,2.44E-05
8335,3.96E-05
8335.5,4.46E-05
8336,3.99E-05
8336.5,2.65E-05
8337,2.53E-05
8337.5,5.18E-05
8338,4.12E-05
8338.5,2.96E-05
8339,4.01E-05
8339.5,2.87E-05
8340,3.12E-05
8340.5,4.47E-05
8341,2.71E-05
8341.5,2.02E-05
8342,2.55E-05
8342.5,2.21E-05
8343,2.88E-05
8343.5,4.27E-05
8344,3.39E-05
8344.5,3.62E-05
8345,3.31E-05
8345.5,3.50E-05
8346,3.45E-05
8346.5,2.02E-05
8347,1.34E-05
8347.5,2.19E-05
8348,3.74E-05
8348.5,3.03E-05
8349,5.24E-05
8349.5,4.39E-05
8350,5.34E-05
8350.5,4.04E-05
8351,4.14E-05
8351.5,4.07E-05
8352,2.94E-05
8352.5,3.14E-05
8353,4.05E-05
8353.5,4.99E-05
8354,5.78E-05
8354.5,6.35E-05
8355,4.53E-05
8355.5,1.64E-05
8356,1.82E-05
8356.5,2.13E-05
8357,2.31E-05
8357.5,1.72E-05
8358,1.74E-05
8358.5,3.03E-05
8359,5.11E-05
8359.5,4.31E-05
8360,1.43E-05
8360.5,2.78E-05
8361,4.17E-05
8361.5,4.45E-05
8362,2.11E-05
8362.5,1.60E-05
8363,2.01E-05
8363.5,1.58E-05
8364,2.72E-05
8364.5,2.90E-05
8365,2.83E-05
8365.5,3.11E-05
8366,2.16E-05
8366.5,3.17E-05
8367,3.58E-05
8367.5,1.91E-05
8368,3.98E-05
8368.5,4.16E-05
8369,2.69E-05
8369.5,2.19E-05
8370,1.21E-05
8370.5,1.98E-05
8371,3.67E-05
8371.5,4.23E-05
8372,2.75E-05
8372.5,2.19E-05
8373,3.19E-05
8373.5,2.27E-05
8374,1.84E-05
8374.5,2.60E-05
8375,1.81E-05
8375.5,1.33E-05
8376,1.74E-05
8376.5,1.10E-05
8377,2.22E-05
8377.5,1.97E-05
8378,1.07E-05
8378.5,1.01E-05
8379,1.08E-05
8379.5,2.86E-05
8380,2.47E-05
8380.5,2.48E-05
8381,2.00E-05
8381.5,1.77E-05
8382,1.02E-05
8382.5,2.69E-05
8383,3.82E-05
8383.5,2.14E-05
8384,2.47E-05
8384.5,2.67E-05
8385,2.80E-05
8385.5,1.78E-05
8386,1.74E-05
8386.5,2.99E-05
8387,2.56E-05
8387.5,1.78E-05
8388,1.32E-05
8388.5,2.13E-05
8389,1.59E-05
8389.5,1.47E-05
8390,2.32E-05
8390.5,2.07E-05
8391,2.24E-05
8391.5,3.24E-05
8392,2.26E-05
8392.5,2.73E-05
8393,2.39E-05
8393.5,2.25E-05
8394,2.01E-05
8394.5,2.01E-05
8395,2.91E-05
8395.5,2.48E-05
8396,1.76E-05
8396.5,8.25E-06
8397,2.07E-05
8397.5,2.61E-05
8398,3.26E-05
8398.5,2.38E-05
8399,2.19E-05
8399.5,3.60E-05
8400,3.60E-05
8400.5,2.46E-05
8401,1.88E-05
8401.5,2.53E-05
8402,2.08E-05
8402.5,1.10E-05
8403,1.81E-05
8403.5,2.65E-05
8404,2.32E-05
8404.5,1.43E-05
8405,2.16E-05
8405.5,2.65E-05
8406,2.42E-05
8406.5,4.04E-05
8407,1.65E-05
8407.5,1.27E-05
8408,1.86E-05
8408.5,2.41E-05
8409,2.67E-05
8409.5,2.67E-05
8410,1.63E-05
8410.5,1.50E-05
8411,1.71E-05
8411.5,3.18E-05
8412,1.48E-05
8412.5,8.49E-06
8413,7.76E-06
8413.5,1.47E-05
8414,1.46E-05
8414.5,2.32E-05
8415,1.62E-05
8415.5,1.97E-05
8416,1.48E-05
8416.5,1.97E-05
8417,2.93E-05
8417.5,3.48E-05
8418,1.44E-05
8418.5,1.10E-05
8419,1.86E-05
8419.5,1.85E-05
8420,2.53E-05
8420.5,1.84E-05
8421,1.78E-05
8421.5,1.71E-05
8422,1.95E-05
8422.5,7.28E-06
8423,1.69E-05
8423.5,2.81E-05
8424,3.31E-05
8424.5,2.44E-05
8425,8.78E-06
8425.5,9.02E-06
8426,1.69E-05
8426.5,2.09E-05
8427,1.81E-05
8427.5,1.97E-05
8428,1.64E-05
8428.5,1.22E-05
8429,1.67E-05
8429.5,3.32E-05
8430,2.68E-05
8430.5,2.40E-05
8431,1.53E-05
8431.5,1.78E-05
8432,1.70E-05
8432.5,1.81E-05
8433,1.35E-05
8433.5,1.92E-05
8434,2.62E-05
8434.5,2.45E-05
8435,1.11E-05
8435.5,1.70E-05
8436,7.96E-06
8436.5,7.33E-06
8437,1.83E-05
8437.5,1.59E-05
8438,1.79E-05
8438.5,2.20E-05
8439,1.73E-05
8439.5,2.22E-05
8440,1.40E-05
8440.5,2.15E-05
8441,2.36E-05
8441.5,9.89E-06
8442,2.10E-05
8442.5,2.81E-05
8443,2.80E-05
8443.5,2.39E-05
8444,1.67E-05
8444.5,2.69E-05
8445,2.82E-05
8445.5,2.10E-05
8446,2.37E-05
8446.5,1.79E-05
8447,2.09E-05
8447.5,2.80E-05
8448,2.61E-05
8448.5,2.38E-05
8449,3.11E-05
8449.5,3.45E-05
8450,1.88E-05
8450.5,2.02E-05
8451,1.54E-05
8451.5,1.61E-05
8452,1.28E-05
8452.5,1.81E-05
8453,1.87E-05
8453.5,2.18E-05
8454,2.02E-05
8454.5,2.40E-05
8455,2.48E-05
8455.5,1.83E-05
8456,2.73E-05
8456.5,2.98E-05
8457,2.74E-05
8457.5,2.10E-05
8458,2.38E-05
8458.5,2.01E-05
8459,1.70E-05
8459.5,2.15E-05
8460,4.45E-05
8460.5,4.77E-05
8461,1.89E-05
8461.5,2.31E-05
8462,2.27E-05
8462.5,1.36E-05
8463,2.20E-05
8463.5,1.97E-05
8464,2.90E-05
8464.5,2.62E-05
8465,1.43E-05
8465.5,2.17E-05
8466,1.89E-05
8466.5,1.57E-05
8467,8.67E-06
8467.5,1.54E-05
8468,1.95E-05
8468.5,1.86E-05
8469,1.25E-05
8469.5,9.80E-06
8470,1.77E-05
8470.5,1.40E-05
8471,1.69E-05
8471.5,1.53E-05
8472,1.38E-05
8472.5,2.60E-05
8473,2.14E-05
8473.5,1.80E-05
8474,1.58E-05
8474.5,1.76E-05
8475,1.32E-05
8475.5,1.02E-05
8476,1.34E-05
8476.5,1.89E-05
8477,2.54E-05
8477.5,1.51E-05
8478,1.37E-05
8478.5,1.05E-05
8479,6.80E-06
8479.5,1.19E-05
8480,1.80E-05
8480.5,2.38E-05
8481,2.45E-05
8481.5,1.38E-05
8482,1.60E-05
8482.5,1.51E-05
8483,1.61E-05
8483.5,9.10E-06
8484,1.38E-05
8484.5,2.22E-05
8485,1.96E-05
8485.5,1.72E-05
8486,1.35E-05
8486.5,1.37E-05
8487,1.18E-05
8487.5,1.33E-05
8488,1.53E-05
8488.5,1.29E-05
8489,1.38E-05
8489.5,1.61E-05
8490,2.50E-05
8490.5,2.09E-05
8491,2.41E-05
8491.5,2.22E-05
8492,1.22E-05
8492.5,1.18E-05
8493,1.97E-05
8493.5,1.36E-05
8494,6.94E-06
8494.5,9.37E-06
8495,1.54E-05
8495.5,1.84E-05
8496,1.01E-05
8496.5,2.10E-05
8497,1.53E-05
8497.5,1.51E-05
8498,1.67E-05
8498.5,1.62E-05
8499,8.93E-06
8499.5,1.57E-05
8500,1.94E-05
8500.5,2.11E-05
8501,1.80E-05
8501.5,1.81E-05
8502,1.56E-05
8502.5,1.41E-05
8503,9.14E-06
8503.5,1.46E-05
8504,1.91E-05
8504.5,1.49E-05
8505,1.87E-05
8505.5,2.13E-05
8506,1.32E-05
8506.5,1.11E-05
8507,3.30E-05
8507.5,2.93E-05
8508,1.71E-05
8508.5,1.87E-05
8509,2.78E-05
8509.5,2.98E-05
8510,1.87E-05
8510.5,2.45E-05
8511,2.89E-05
8511.5,1.51E-05
8512,1.06E-05
8512.5,1.17E-05
8513,1.84E-05
8513.5,3.62E-05
8514,2.45E-05
8514.5,1.37E-05
8515,1.36E-05
8515.5,5.48E-06
8516,2.04E-05
8516.5,1.74E-05
8517,2.84E-05
8517.5,1.96E-05
8518,2.07E-05
8518.5,1.10E-05
8519,9.56E-06
8519.5,1.47E-05
8520,1.83E-05
8520.5,1.16E-05
8521,1.30E-05
8521.5,9.64E-06
8522,6.32E-06
8522.5,1.06E-05
8523,1.94E-05
8523.5,2.10E-05
8524,1.42E-05
8524.5,1.86E-05
8525,1.24E-05
8525.5,1.41E-05
8526,1.32E-05
8526.5,1.30E-05
8527,9.76E-06
8527.5,2.14E-05
8528,1.26E-05
8528.5,1.27E-05
8529,1.70E-05
8529.5,9.34E-06
8530,1.06E-05
8530.5,1.97E-05
8531,1.51E-05
8531.5,7.65E-06
8532,8.65E-06
8532.5,2.14E-05
8533,1.56E-05
8533.5,9.18E-06
8534,9.22E-06
8534.5,9.15E-06
8535,1.83E-05
8535.5,2.67E-05
8536,1.63E-05
8536.5,1.56E-05
8537,1.29E-05
8537.5,1.75E-05
8538,1.04E-05
8538.5,1.06E-05
8539,7.57E-06
8539.5,1.18E-05
8540,1.36E-05
8540.5,1.11E-05
8541,2.13E-05
8541.5,2.61E-05
8542,1.64E-05
8542.5,1.61E-05
8543,1.33E-05
8543.5,2.03E-05
8544,1.35E-05
8544.5,1.14E-05
8545,2.40E-05
8545.5,1.96E-05
8546,1.21E-05
8546.5,1.62E-05
8547,2.06E-05
8547.5,2.55E-05
8548,2.05E-05
8548.5,1.86E-05
8549,1.69E-05
8549.5,1.33E-05
8550,1.48E-05
8550.5,1.71E-05
8551,1.59E-05
8551.5,1.48E-05
8552,1.29E-05
8552.5,1.44E-05
8553,1.54E-05
8553.5,1.27E-05
8554,1.75E-05
8554.5,1.25E-05
8555,1.54E-05
8555.5,2.13E-05
8556,1.58E-05
8556.5,7.53E-06
8557,6.95E-06
8557.5,2.06E-05
8558,1.56E-05
8558.5,1.74E-05
8559,1.43E-05
8559.5,1.13E-05
8560,1.07E-05
8560.5,1.04E-05
8561,1.57E-05
8561.5,1.12E-05
8562,2.42E-05
8562.5,1.83E-05
8563,1.79E-05
8563.5,2.28E-05
8564,1.64E-05
8564.5,1.49E-05
8565,1.98E-05
8565.5,1.39E-05
8566,1.83E-05
8566.5,1.71E-05
8567,1.56E-05
8567.5,1.61E-05
8568,1.30E-05
8568.5,1.24E-05
8569,1.65E-05
8569.5,2.43E-05
8570,2.45E-05
8570.5,9.78E-06
8571,1.39E-05
8571.5,1.72E-05
8572,1.25E-05
8572.5,1.31E-05
8573,1.14E-05
8573.5,1.24E-05
8574,1.07E-05
8574.5,1.23E-05
8575,1.42E-05
8575.5,1.74E-05
8576,1.74E-05
8576.5,2.05E-05
8577,1.83E-05
8577.5,2.32E-05
8578,2.69E-05
8578.5,1.26E-05
8579,6.35E-06
8579.5,6.63E-06
8580,1.76E-05
8580.5,1.39E-05
8581,1.12E-05
8581.5,1.44E-05
8582,1.05E-05
8582.5,1.34E-05
8583,1.80E-05
8583.5,1.52E-05
8584,1.57E-05
8584.5,1.86E-05
8585,1.40E-05
8585.5,7.85E-06
8586,1.61E-05
8586.5,2.01E-05
8587,1.62E-05
8587.5,1.60E-05
8588,1.03E-05
8588.5,5.74E-06
8589,8.94E-06
8589.5,1.00E-05
8590,1.57E-05
8590.5,1.55E-05
8591,1.71E-05
8591.5,1.78E-05
8592,1.14E-05
8592.5,1.29E-05
8593,1.49E-05
8593.5,1.22E-05
8594,1.09E-05
8594.5,1.63E-05
8595,1.85E-05
8595.5,1.66E-05
8596,1.29E-05
8596.5,1.30E-05
8597,2.36E-05
8597.5,2.33E-05
8598,1.59E-05
8598.5,1.51E-05
8599,2.37E-05
8599.5,1.55E-05
8600,1.55E-05
8600.5,2.52E-05
8601,1.62E-05
8601.5,1.47E-05
8602,2.23E-05
8602.5,2.32E-05
8603,1.43E-05
8603.5,1.03E-05
8604,1.77E-05
8604.5,1.08E-05
8605,1.22E-05
8605.5,1.05E-05
8606,9.27E-06
8606.5,5.80E-06
8607,9.28E-06
8607.5,1.61E-05
8608,2.00E-05
8608.5,1.02E-05
8609,6.91E-06
8609.5,8.90E-06
8610,1.57E-05
8610.5,1.82E-05
8611,1.91E-05
8611.5,2.43E-05
8612,1.13E-05
8612.5,1.29E-05
8613,7.55E-06
8613.5,1.82E-05
8614,1.96E-05
8614.5,2.28E-05
8615,1.74E-05
8615.5,5.87E-06
8616,6.00E-06
8616.5,9.02E-06
8617,1.63E-05
8617.5,1.62E-05
8618,1.18E-05
8618.5,1.61E-05
8619,1.58E-05
8619.5,1.56E-05
8620,1.11E-05
8620.5,9.10E-06
8621,1.42E-05
8621.5,2.08E-05
8622,1.32E-05
8622.5,9.82E-06
8623,2.03E-05
8623.5,2.07E-05
8624,1.39E-05
8624.5,1.51E-05
8625,1.25E-05
8625.5,7.68E-06
8626,1.01E-05
8626.5,1.21E-05
8627,2.61E-05
8627.5,2.12E-05
8628,8.50E-06
8628.5,1.00E-05
8629,1.41E-05
8629.5,2.17E-05
8630,1.88E-05
8630.5,1.31E-05
8631,1.17E-05
8631.5,1.64E-05
8632,2.42E-05
8632.5,2.00E-05
8633,1.73E-05
8633.5,1.45E-05
8634,1.25E-05
8634.5,1.28E-05
8635,1.34E-05
8635.5,8.19E-06
8636,8.98E-06
8636.5,1.46E-05
8637,1.87E-05
8637.5,2.20E-05
8638,1.91E-05
8638.5,2.12E-05
8639,1.33E-05
8639.5,2.34E-05
8640,2.40E-05
8640.5,1.95E-05
8641,1.27E-05
8641.5,1.55E-05
8642,1.09E-05
8642.5,1.25E-05
8643,2.42E-05
8643.5,1.77E-05
8644,1.63E-05
8644.5,1.53E-05
8645,7.01E-06
8645.5,1.31E-05
8646,1.52E-05
8646.5,1.51E-05
8647,1.76E-05
8647.5,1.10E-05
8648,1.19E-05
8648.5,1.19E-05
8649,1.07E-05
8649.5,1.42E-05
8650,1.14E-05
8650.5,1.30E-05
8651,6.43E-06
8651.5,1.05E-05
8652,8.54E-06
8652.5,1.42E-05
8653,1.63E-05
8653.5,2.64E-05
8654,2.56E-05
8654.5,1.32E-05
8655,1.40E-05
8655.5,1.11E-05
8656,1.02E-05
8656.5,1.62E-05
8657,1.49E-05
8657.5,1.57E-05
8658,1.14E-05
8658.5,1.23E-05
8659,1.56E-05
8659.5,8.81E-06
8660,1.95E-05
8660.5,2.31E-05
8661,2.47E-05
8661.5,1.27E-05
8662,1.01E-05
8662.5,1.52E-05
8663,1.92E-05
8663.5,2.01E-05
8664,1.03E-05
8664.5,1.28E-05
8665,1.26E-05
8665.5,1.03E-05
8666,1.36E-05
8666.5,1.78E-05
8667,1.14E-05
8667.5,1.87E-05
8668,1.99E-05
8668.5,1.11E-05
8669,8.40E-06
8669.5,1.59E-05
8670,1.19E-05
8670.5,9.76E-06
8671,1.28E-05
8671.5,6.29E-06
8672,1.13E-05
8672.5,1.47E-05
8673,1.93E-05
8673.5,2.26E-05
8674,1.53E-05
8674.5,8.12E-06
8675,2.29E-05
8675.5,2.63E-05
8676,1.86E-05
8676.5,2.21E-05
8677,3.47E-05
8677.5,5.93E-05
8678,5.56E-05
8678.5,2.09E-05
8679,1.33E-05
8679.5,8.59E-06
8680,5.76E-06
8680.5,1.26E-05
8681,1.75E-05
8681.5,1.26E-05
8682,2.33E-05
8682.5,2.11E-05
8683,1.26E-05
8683.5,6.68E-06
8684,5.19E-06
8684.5,1.29E-05
8685,9.62E-06
8685.5,1.99E-05
8686,1.84E-05
8686.5,9.07E-06
8687,1.45E-05
8687.5,1.45E-05
8688,9.79E-06
8688.5,9.65E-06
8689,1.12E-05
8689.5,9.71E-06
8690,1.25E-05
8690.5,1.08E-05
8691,1.44E-05
8691.5,1.53E-05
8692,1.92E-05
8692.5,1.61E-05
8693,1.26E-05
8693.5,1.87E-05
8694,1.74E-05
8694.5,1.01E-05
8695,1.13E-05
8695.5,1.04E-05
8696,6.46E-06
8696.5,1.31E-05
8697,1.64E-05
8697.5,1.42E-05
8698,1.09E-05
8698.5,1.51E-05
8699,1.65E-05
8699.5,1.86E-05
8700,1.48E-05
8700.5,1.87E-05
8701,2.27E-05
8701.5,1.17E-05
8702,9.26E-06
8702.5,1.52E-05
8703,1.23E-05
8703.5,1.10E-05
8704,9.27E-06
8704.5,8.42E-06
8705,1.24E-05
8705.5,1.80E-05
8706,1.56E-05
8706.5,1.26E-05
8707,1.95E-05
8707.5,2.59E-05
8708,1.93E-05
8708.5,1.23E-05
8709,1.05E-05
8709.5,4.95E-06
8710,5.66E-06
8710.5,8.33E-06
8711,1.17E-05
8711.5,1.40E-05
8712,1.34E-05
8712.5,1.48E-05
8713,1.83E-05
8713.5,2.45E-05
8714,2.55E-05
8714.5,2.37E-05
8715,7.82E-06
8715.5,2.07E-05
8716,1.99E-05
8716.5,1.57E-05
8717,1.39E-05
8717.5,1.07E-05
8718,1.25E-05
8718.5,8.15E-06
8719,8.29E-06
8719.5,1.28E-05
8720,1.04E-05
8720.5,1.29E-05
8721,9.74E-06
8721.5,1.75E-05
8722,1.89E-05
8722.5,1.51E-05
8723,1.91E-05
8723.5,1.76E-05
8724,1.51E-05
8724.5,1.62E-05
8725,2.10E-05
8725.5,1.39E-05
8726,1.62E-05
8726.5,1.46E-05
8727,1.10E-05
8727.5,1.18E-05
8728,8.26E-06
8728.5,1.65E-05
8729,1.39E-05
8729.5,1.10E-05
8730,1.79E-05
8730.5,2.32E-05
8731,2.27E-05
8731.5,2.41E-05
8732,2.24E-05
8732.5,1.46E-05
8733,7.94E-06
8733.5,1.51E-05
8734,2.18E-05
8734.5,1.44E-05
8735,7.55E-06
8735.5,6.72E-06
8736,9.92E-06
8736.5,1.03E-05
8737,1.34E-05
8737.5,1.31E-05
8738,9.51E-06
8738.5,1.58E-05
8739,6.34E-06
8739.5,1.07E-05
8740,1.57E-05
8740.5,1.16E-05
8741,2.06E-05
8741.5,1.92E-05
8742,1.22E-05
8742.5,1.55E-05
8743,1.94E-05
8743.5,1.81E-05
8744,1.37E-05
8744.5,1.34E-05
8745,1.19E-05
8745.5,1.10E-05
8746,1.41E-05
8746.5,1.08E-05
8747,6.38E-06
8747.5,2.46E-05
8748,1.61E-05
8748.5,6.35E-06
8749,1.29E-05
8749.5,1.16E-05
